iter	Passed	Remaining
363	2414	4218
364	2419	4209
365	2426	4203
366	2432	4196
367	2438	4188
368	2447	4185
369	2454	4179
370	2461	4173
371	2468	4166
372	2474	4159
373	2481	4154
374	2488	4147
375	2495	4142
376	2502	4135
377	2508	4128
378	2515	4121
379	2520	4112
380	2527	4105
381	2533	4098
382	2539	4091
383	2546	4084
384	2552	4077
385	2559	4071
386	2565	4063
387	2571	4056
388	2578	4049
389	2584	4042
390	2590	4034
391	2596	4027
392	2603	4020
393	2609	4013
394	2615	4005
395	2620	3997
396	2626	3989
397	2632	3981
398	2637	3973
399	2643	3965
400	2649	3957
401	2655	3949
402	2662	3943
403	2669	3938
404	2677	3932
405	2684	3927
406	2691	3921
407	2697	3914
408	2704	3908
409	2711	3902
410	2720	3898
411	2726	3891
412	2732	3884
413	2739	3877
414	2745	3869
415	2750	3861
416	2756	3854
417	2762	3846
418	2768	3839
419	2774	3831
420	2780	3823
421	2786	3816
422	2792	3809
423	2798	3801
424	2803	3793
425	2809	3786
426	2815	3778
427	2822	3771
428	2828	3764
429	2834	3757
430	2840	3750
431	2846	3742
432	2853	3736
433	2859	3729
434	2866	3723
435	2873	3717
436	2880	3710
437	2888	3705
438	2896	3701
439	2904	3696
440	2912	3691
441	2919	3686
442	2926	3680
443	2933	3673
444	2939	3665
445	2945	3658
446	2951	3651
447	2958	3644
448	2964	3637
449	2970	3631
450	2977	3624
451	2983	3617
452	2990	3611
453	2996	3604
454	3003	3597
455	3009	3590
456	3016	3583
457	3022	3576
458	3028	3569
459	3033	3561
460	3039	3553
461	3045	3546
462	3051	3538
463	3058	3533
464	3065	3526
465	3074	3522
466	3083	3519
467	3092	3515
468	3100	3510
469	3107	3504
470	3116	3500
471	3123	3494
472	3130	3487
473	3137	3481
474	3144	3475
475	3152	3470
476	3160	3465
477	3167	3459
478	3175	3453
479	3182	3447
480	3188	3440
481	3195	3433
482	3201	3426
483	3206	3418
484	3212	3411
485	3218	3403
486	3223	3396
487	3229	3388
488	3236	3381
489	3243	3375
490	3248	3367
491	3254	3360
492	3261	3353
493	3267	3346
494	3274	3340
495	3281	3334
496	3289	3329
497	3297	3323
498	3304	3317
499	3311	3311
500	3317	3304
501	3324	3298
502	3331	3292
503	3338	3285
504	3344	3278
505	3350	3271
506	3357	3264
507	3363	3257
508	3369	3250
509	3375	3243
510	3382	3236
511	3388	3229
512	3394	3222
513	3400	3215
514	3406	3208
515	3412	3200
516	3418	3193
517	3424	3186
518	3429	3178
519	3435	3171
520	3441	3164
521	3447	3157
522	3453	3149
523	3459	3142
524	3466	3136
525	3473	3129
526	3480	3123
527	3487	3118
528	3494	3111
529	3501	3104
530	3507	3098
531	3515	3092
532	3522	3086
533	3529	3080
534	3535	3073
535	3541	3066
536	3547	3059
537	3553	3051
538	3559	3044
539	3565	3037
540	3571	3029
541	3576	3022
542	3582	3015
543	3588	3008
544	3594	3001
545	3600	2993
546	3606	2987
547	3613	2980
548	3619	2973
549	3625	2966
550	3631	2959
551	3637	2951
552	3643	2945
553	3649	2938
554	3655	2930
555	3661	2923
556	3667	2917
557	3674	2911
558	3682	2904
559	3689	2899
560	3697	2893
561	3704	2887
562	3711	2881
563	3719	2875
564	3727	2869
565	3734	2863
566	3740	2856
567	3746	2849
568	3753	2843
569	3759	2836
570	3766	2829
571	3772	2822
572	3779	2816
573	3785	2809
574	3791	2802
575	3797	2795
576	3803	2788
577	3809	2781
578	3815	2774
579	3822	2767
580	3828	2760
581	3834	2754
582	3841	2747
583	3848	2741
584	3855	2735
585	3861	2728
586	3870	2723
587	3877	2716
588	3886	2711
589	3895	2706
590	3904	2701
591	3911	2695
592	3919	2690
593	3927	2684
594	3934	2678
595	3940	2671
596	3946	2664
597	3953	2657
598	3959	2650
599	3966	2644
600	3972	2637
601	3977	2629
602	3984	2623
603	3990	2616
604	3996	2609
605	4002	2602
606	4008	2595
607	4014	2588
608	4021	2582
609	4027	2575
610	4034	2568
611	4039	2561
612	4046	2554
613	4052	2547
614	4057	2540
615	4064	2533
616	4071	2527
617	4078	2521
618	4085	2514
619	4092	2508
620	4100	2502
621	4107	2496
622	4115	2490
623	4121	2483
624	4129	2477
625	4135	2470
626	4141	2463
627	4148	2457
628	4154	2450
629	4160	2443
630	4167	2436
631	4172	2429
632	4178	2422
633	4184	2415
634	4190	2408
635	4196	2401
636	4202	2394
637	4208	2387
638	4214	2380
639	4220	2373
640	4226	2367
641	4232	2360
642	4238	2353
643	4245	2346
644	4251	2339
645	4257	2332
646	4262	2325
647	4269	2319
648	4276	2312
649	4282	2306
650	4289	2299
651	4296	2293
652	4304	2287
653	4312	2281
654	4320	2275
655	4328	2269
656	4337	2264
657	4345	2258
658	4353	2252
659	4360	2246
660	4366	2239
661	4372	2232
662	4378	2225
663	4384	2218
664	4391	2212
665	4397	2205
666	4403	2198
667	4409	2191
668	4414	2184
669	4421	2177
670	4427	2170
671	4433	2163
672	4440	2157
673	4446	2150
674	4453	2144
675	4459	2137
676	4465	2130
677	4472	2124
678	4479	2117
679	4486	2111
680	4492	2104
681	4499	2097
682	4506	2091
683	4513	2085
684	4520	2078
685	4527	2072
686	4534	2065
687	4542	2059
688	4550	2053
689	4557	2047
690	4564	2040
691	4569	2033
692	4576	2027
693	4582	2020
694	4589	2014
695	4595	2007
696	4602	2000
697	4608	1993
698	4614	1987
699	4620	1980
700	4625	1973
701	4632	1966
702	4638	1959
703	4644	1952
704	4650	1945
705	4656	1939
706	4663	1932
707	4669	1925
708	4675	1919
709	4682	1912
710	4688	1905
711	4695	1899
712	4702	1892
713	4710	1886
714	4718	1880
715	4727	1874
716	4734	1868
717	4743	1862
718	4750	1856
719	4756	1849
720	4764	1843
721	4770	1836
722	4777	1830
723	4783	1823
724	4790	1816
725	4796	1810
726	4803	1803
727	4809	1796
728	4815	1790
729	4821	1783
730	4827	1776
731	4832	1769
732	4839	1762
733	4845	1755
734	4851	1749
735	4857	1742
736	4864	1735
737	4870	1728
738	4876	1722
739	4883	1715
740	4891	1709
741	4898	1703
742	4906	1697
743	4914	1690
744	4922	1684
745	4930	1678
746	4938	1672
747	4946	1666
748	4952	1659
749	4959	1653
750	4965	1646
751	4971	1639
752	4977	1632
753	4982	1625
754	4989	1619
755	4995	1612
756	5001	1605
757	5007	1598
758	5013	1591
759	5019	1585
760	5025	1578
761	5032	1571
762	5037	1564
763	5044	1558
764	5050	1551
765	5056	1544
766	5062	1537
767	5068	1531
768	5075	1524
769	5082	1518
770	5090	1511
771	5098	1505
772	5106	1499
773	5114	1493
774	5122	1487
775	5129	1480
776	5137	1474
777	5145	1468
778	5151	1461
779	5157	1454
780	5163	1447
781	5169	1441
782	5175	1434
783	5180	1427
784	5186	1420
785	5193	1413
786	5199	1407
787	5204	1400
788	5210	1393
789	5216	1386
790	5222	1379
791	5228	1373
792	5235	1366
793	5241	1359
794	5247	1353
795	5253	1346
796	5260	1339
797	5266	1333
798	5272	1326
799	5278	1319
800	5285	1313
801	5293	1306
802	5300	1300
803	5309	1294
804	5317	1288
805	5325	1281
806	5333	1275
807	5342	1269
808	5349	1263
809	5356	1256
810	5362	1249
811	5368	1242
812	5375	1236
813	5381	1229
814	5387	1222
815	5393	1216
816	5399	1209
817	5405	1202
818	5411	1195
819	5417	1189
820	5423	1182
821	5429	1175
822	5436	1169
823	5442	1162
824	5448	1155
825	5455	1149
826	5461	1142
827	5466	1135
828	5472	1128
829	5478	1122
830	5486	1115
831	5493	1109
832	5500	1102
833	5508	1096
834	5515	1089
835	5524	1083
836	5531	1077
837	5539	1070
838	5547	1064
839	5553	1057
840	5559	1051
841	5566	1044
842	5572	1037
843	5578	1031
844	5584	1024
845	5590	1017
846	5596	1010
847	5602	1004
848	5607	997
849	5614	990
850	5620	984
851	5626	977
852	5632	970
853	5638	964
854	5644	957
855	5651	950
856	5657	943
857	5663	937
858	5669	930
859	5676	924
860	5683	917
861	5689	910
862	5695	904
863	5703	897
864	5710	891
865	5718	884
866	5726	878
867	5734	872
868	5743	865
869	5751	859
870	5758	852
871	5766	846
872	5772	839
873	5778	833
874	5784	826
875	5789	819
876	5795	812
877	5801	806
878	5807	799
879	5814	792
880	5820	786
881	5827	779
882	5833	772
883	5839	766
884	5846	759
885	5851	752
886	5857	746
887	5863	739
888	5869	732
889	5876	726
890	5882	719
891	5888	712
892	5894	706
893	5900	699
894	5907	693
895	5914	686
896	5922	680
897	5929	673
898	5938	667
899	5946	660
900	5954	654
901	5962	647
902	5968	641
903	5975	634
904	5981	627
905	5987	621
906	5993	614
907	5999	607
908	6006	601
909	6012	594
910	6018	587
911	6024	581
912	6030	574
913	6036	567
914	6042	561
915	6048	554
916	6054	548
917	6061	541
918	6068	534
919	6075	528
920	6082	521
921	6089	515
922	6096	508
923	6102	501
924	6108	495
925	6117	488
926	6125	482
927	6134	475
928	6143	469
929	6153	463
930	6162	456
931	6171	450
932	6177	443
933	6185	437
934	6191	430
935	6197	423
936	6203	417
937	6209	410
938	6216	403
939	6222	397
940	6229	390
941	6235	383
942	6241	377
943	6247	370
944	6252	363
945	6258	357
946	6264	350
947	6270	343
948	6276	337
949	6282	330
950	6288	324
951	6294	317
952	6300	310
953	6306	304
954	6313	297
955	6320	290
956	6327	284
957	6333	277
958	6340	271
959	6347	264
960	6354	257
961	6361	251
962	6368	244
963	6375	238
964	6382	231
965	6387	224
966	6394	218
967	6400	211
968	6407	204
969	6413	198
970	6419	191
971	6425	185
972	6431	178
973	6438	171
974	6444	165
975	6451	158
976	6457	152
977	6463	145
978	6469	138
979	6475	132
980	6481	125
981	6487	118
982	6493	112
983	6499	105
984	6505	99
985	6511	92
986	6517	85
987	6525	79
988	6531	72
989	6538	66
990	6545	59
991	6553	52
992	6561	46
993	6570	39
994	6579	33
995	6587	26
996	6594	19
997	6601	13
998	6607	6
999	6612	0
